PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,num
-0.47902972983290704,1.8159000497387496,0.2749827950450742,-0.06999503256970538,-0.873809598129468,0.7434725300014613,-1.3942043862561377,-0.4102915302391154,-0.10732688548820984,-0.6464521801211165,-0.04816233189798348,-0.6898347845828137,0.5929637698287323,-0.543182789004516,0
-0.15486078632752298,4.671156758315249,-0.6753662129018159,-0.9756145476169793,1.0117148212452114,-1.5594698613519213,1.244880427225027,0.6335684589436561,0.793253800140205,-0.31636169797056324,0.03390706232446791,0.6519291493184218,0.589287121082145,-0.4754557020506094,2
-0.300344113105242,3.630161319591679,-1.8776194123455845,0.6450228124297804,0.5255396697732888,-0.39060772466700355,0.051907255784429535,-0.20694330650318332,-0.5109075731051822,-0.6642399470705435,-0.19929435190119393,0.33784482194742543,0.2870768464490868,-0.026620154581962346,1
-2.414398997024511,0.7006731713801994,0.11948003961514847,1.8961292895383388,-2.368067349601878,0.9138573859020115,-0.35341570282387236,0.23488733685201635,0.1940380911580401,-0.0661394208437385,0.9693045138386865,-0.4512486507177601,0.3133642665596307,-0.20311456249799284,0
-2.3381554521324666,-0.03179358796705667,-0.16506517296050718,0.2024633123346804,-1.3443466554993524,0.470012225451086,-0.6156105293014461,-0.20907227933665706,1.0286404260171613,-0.3365030732786869,-0.5455432619808562,-0.3570426811656747,-0.45868938438641366,-0.4580580762919021,0
-2.0754473109703877,0.11071301259628458,-0.4948887198849189,-0.30690443281588575,-0.3064149806010244,1.1174296542714903,-1.2176249615292358,0.3821174410324488,0.07423788510475565,0.16815043077331784,-0.6412792864860783,-0.1947755665402147,0.5327106482707163,-0.22576932530069424,0
-1.198475180835462,3.9516290830822025,-0.8576326459410241,0.5856627465425336,-0.6420007118282139,0.7369568711152094,0.4470953851885938,0.914574714124962,0.7449345525365365,-0.6925056106882681,-0.04765604204250473,-0.19652342892124833,-0.3709348574339307,-0.11145124641176454,3
-2.0175191506097256,0.5539595883578383,0.10011745178453135,0.07403619270756429,0.5215874765348437,0.7623889075139944,-1.5629793093710382,0.005292978731932685,0.28341356109052185,0.5026170092925997,-0.25488091765458765,0.883513284069845,-0.4144423706841658,-0.32128415110247355,0
-0.9299591581085048,2.1313714633580165,-0.7927501424930077,-0.2659181678990552,0.2989387103518625,-0.025038017729972856,-0.4094520246087455,-0.5045642011230298,-0.7542214679024863,-0.7655103241302984,-0.07033971941797196,-0.3131936124492696,0.3203695570409427,0.011229454588050886,2
-0.6523157805935909,1.774704766885887,-0.02677956950215246,0.9786790370902182,-1.7789751556367248,0.38876151556754646,-1.1132019098253088,-1.062061301259062,-0.3724278578101889,-0.31667466050025683,-0.15112830917761583,-0.1104678416571803,0.2502578647703241,-0.5135039797242364,1
-0.9267923562909605,0.3652606706078172,0.003768512811122726,-0.8040845717233064,-0.3141099663584661,-0.36157181966945373,-1.0408099940524367,-0.036212932074374926,-0.7319078417535745,-0.4373125114632582,0.10767338886219513,-0.1761027591528562,0.4577954187489498,-0.474754000454947,0
-1.384863860473582,0.8771873689835777,0.7425138263830223,-0.11820166087717524,-0.1313804780063199,0.29523960859120624,-0.9396606286181072,0.1346809478600901,0.17233616885570752,-1.1600546770332691,-0.40124221888589146,-0.2626475381425798,-0.31787901990722145,-0.6839059063220334,0
-1.1496817076474288,1.5187207575616695,-0.5799185736604417,-0.3984803999086426,0.5133150666148212,-0.4239194874094877,-0.06098580744729079,-0.7068697390801096,-0.25654696185410036,-0.4618589232022434,0.7629213623146052,0.51509095182773,0.3995401286015453,-0.6448395545498566,2
-2.6619221772661676,-0.42797026410222927,-0.4892582586250277,-0.33757603081314264,-0.35035932404814185,0.0953686037181484,-0.8471360758153977,-0.8445607653235829,-0.45149260267564034,0.6703157507389265,-0.6671831426559903,-0.5561172643149448,0.07672450423741639,0.059222522586002385,0
-1.2736519186031248,0.9269667938599022,0.8505026070141262,-1.8185811860224677,-1.6397487833887978,-0.20773813575599145,-0.9521793900306896,-0.7059606758245065,-0.3362681682231899,0.6813891050157604,0.7459305451764987,-0.6312541983581212,0.15062877562666588,-0.0828281591343025,0
-1.2652701367516375,0.8699547222943308,0.10161080237897158,-0.7763039460440215,-1.6106391677129914,0.9058959687369825,-1.186533927851392,0.5006335016823615,0.2542468585090367,0.13799437437799447,0.7321403267532736,-0.09615787892537875,0.5136017448583302,0.027614721197626535,0
-2.1003997057565877,-0.09767002640435851,-0.908060818841653,0.4997311556448376,-0.41161572053850815,0.29449081361994356,-0.9816450914655709,-0.525295279660192,-0.823451362488989,0.034833130823027275,-0.5989600965073043,-0.6414865950324358,0.12504247101883814,-0.09280515396415692,1
-1.4557940046660314,0.6280917321677726,0.16346489836974853,-0.33633452612659426,-0.7920194800568721,0.45585733105805226,-1.1936427168862636,0.22268110410487385,0.4071789033697468,0.3661950035329524,-0.02869128327389822,-0.19562905493817465,0.5237879207634001,-0.21220420280112148,0
-1.7737247419891513,-0.08381186843696481,0.05516663265766683,-0.37124708265187073,0.13607311247585163,-0.3113510593764406,-1.2906861188772543,0.0096248535770454,0.8973223073290142,0.3854732856803449,0.8129813584501084,-0.14437680380144968,-0.5147973554754954,-0.16053716956689196,0
-2.2474566820794557,-0.02284955048912546,0.05183891074897054,-0.32481146323640264,-0.474357618917506,0.5344900688705646,-0.9067668976900588,0.15034189004654164,0.3346627601301091,0.409400965695347,-0.5498174200007255,-0.3134426062319272,0.4541946956323347,-0.2995743699270276,0
-0.4676900229308202,0.8826988878862377,-0.794654276115305,0.8070376063203416,0.24939536296593712,0.6895281730449646,-1.4792647878334282,-0.056186568010231586,-0.17447712016741262,-1.1157697983922688,-0.12390817024551806,0.7087433627378936,0.7538655350021893,-0.6804671575289838,0
-1.4218852827508457,1.123825246062684,0.7703670388065965,-0.9464046936350623,-0.5069378642105425,0.8556361427929223,-1.1726940736909575,-0.22034329731418095,0.7348984898365021,-0.2113632910143263,-0.10200072006442928,-0.25654663445942905,-0.24166312645359622,-0.6489108562347328,0
-1.3887011997671184,0.7760032212072517,-0.018587554738201423,0.6259883648398831,0.04011660290527032,0.8701917052529183,-0.9830542626371298,0.08743027093790162,-0.14323599871740228,-1.127820266814533,-0.44814515198493116,-0.3182166177025682,0.6174880220705546,-0.5225067367100846,1
-1.6006836159804023,3.5501334333023222,-1.6924100804681754,0.2973952172689973,-1.0421099241048775,0.8037216297772088,0.49491276124517336,-0.16772266477089764,0.06089969385714272,0.03285951052651506,0.5212006178069558,-0.4754769457107901,0.10753862674400694,0.7982847047658115,3
-0.48721423657644836,3.336338984913055,-1.5945165863873625,0.43950775833335565,-0.027087627833723787,-0.762408766857835,0.4782018412098725,-0.34027552468021577,-0.36908686714361344,-0.5237681892041993,-0.13510117196313437,0.3090716867187276,0.22176323383839003,-0.1150687392728357,4
-1.5767139462965927,0.17177916190966674,-0.3297383489665827,0.6545046841638914,-0.4778357485766085,0.2958086816471434,-0.92426162388085,0.5036416517417714,-0.1189926319642331,-0.7609446101262833,0.9605964948124456,-0.05917753239926521,-0.4586859416901765,-0.46879150917711665,0
-2.330745928219021,0.14466592146701854,-0.028488931448306276,-0.6600463166137628,0.7002709152870621,1.0878645552229858,-1.446778872052347,0.19367690508673774,0.2132320584107784,0.3056833818785961,0.6273275522545976,0.23268362510753976,-0.44467316930965983,0.08275243974326524,0
0.3681992029523671,1.9522266682443496,0.5080380157439763,0.216987153115014,-0.5391811144963427,-0.12332859630601606,-2.018095445979165,0.8537196815904937,0.5717347867485825,-0.49320319902065435,0.07232592280755606,-0.5755137223853521,-0.2614986579574414,-0.4791260576193568,0
-2.008580698144662,0.456474310968348,0.6344357227195173,-0.06728925514360558,-1.6595347287879352,0.2316170462209305,-0.5899408928352959,0.033697305309239145,0.5587003659224268,0.5581703012590977,0.06330055139809235,-0.2926378658603375,0.4144754482495424,-0.28804926518171703,0
-0.6446570025553243,0.1622137181741805,-1.0443993638355784,1.8534058967978497,-0.6423107938878614,-1.3700625305223704,-0.8860414589255146,-1.40082932568314,-0.06732154554931197,-0.5946357213889443,0.04431536515035789,-0.046582639335641274,0.14442353133635433,-0.5425914855131706,3
